Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_PENNSYLVANIA_FIRESTONE,MAVIS - Pennsylvania 2 - Maximize Conversions - Competitors,USD,66.95,895,0.2687,0,0.7313,42,0.05,19,16.5,4.06,0,0,0,0,0,0,0,0,0.5,0,0,3331,0,2435.9602999999997,0,0.5,19,1,20,3,MAVIS,G,SEM,CP,CP,CP,PENNSYLVANIA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - LONG ISLAND_BRAND+SERVICES,MAVIS - New York - Long Island 2 - Maximize Conversions - Brand,USD,456.85,884,0.9332,0.0022,0.0646,164,0.6961,8,35.01,13.05,0,0,0,0,0,0,0,0,27.45,0,0,947,2.0834,61.1762,0,27.45,8,27,35,5.25,MAVIS,G,SEM,BR,BR,BR,NEW YORK - LONG ISLAND,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW JERSEY_BRAND+TIRES,MAVIS - New Jersey 2 - Maximize Conversions - Brand,USD,205.1,838,0.7879,0,0.2121,256,0.6022,31,60.57,3.39,0,0,0,2,0,0,0,0,24.67,0,0,1064,0,225.67440000000002,2,24.67,33,25,58,2.5,MAVIS,G,SEM,BR,BR,BR,NEW JERSEY,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+TIRES,MAVIS - North Carolinas 2 - Maximize Conversions - Brand,USD,309.68,797,0.779,0.0112,0.2097,255,0.6199,63,72.44,4.28,0,0,0,3,0,0,0,0,21.42,0,0,1023,11.4576,214.5231,3,21.42,66,21,87,3.5,MAVIS,G,SEM,BR,BR,0,NORTH CAROLINA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ILLINOIS_FIRESTONE,MAVIS - Illinois 2 - Maximize Conversions - Competitors,USD,115.58,793,0.2401,0,0.7599,61,0.1339,35,24,4.82,0,0,0,0,0,0,0,0,0,0,0,3303,0,2509.9497,0,0,35,0,35,3.75,MAVIS,G,SEM,CP,CP,CP,ILLINOIS,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_BR_NEW YORK_BRAND ONLY,ADT - New York - Maximize Conversions - Brand,USD,357.75,793,0.9187,0,0.0813,127,0.6615,35,32.83,10.9,0,0,0,0,0,0,0,0,7.5,0,0,863,0,70.1619,0,7.5,35,8,43,7.5,ADT,G,SEM,BR,BR,0,NEW YORK,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW JERSEY_FIRESTONE,MAVIS - New Jersey 2 - Maximize Conversions - Competitors,USD,72.55,767,0.2277,0.1944,0.5779,45,0.05,20,19.5,3.72,0,0,0,0,0,0,0,0,0,0,0,3368,654.7392,1946.3672,0,0,20,0,20,2.75,MAVIS,G,SEM,CP,CP,CP,NEW JERSEY,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,JWT_G_SEM_BR_PENNSYLVANIA_GENERAL_EX,JWT - Pennsylvania - Maximize Conversions (tCPA) - Brand - Exact,USD,672.7,736,0.9289,0,0.0711,218,0.6682,98,110.63,6.08,0,0,0,1,0,0,0,0,21,0,0,792,0,56.3112,1,21,99,21,120,5.5,JWT,G,SEM,BR,BR,BR,PENNSYLVANIA,GENERAL
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_CP_NEW YORK_GOODYEAR,ADT - New York - Maximize Conversions - Competitors,USD,145.21,731,0.5637,0,0.4363,46,0.347,11,13.31,10.91,0,0,0,0,0,0,0,0,2,0,0,1297,0,565.8811000000001,0,2,11,2,13,10.84,ADT,G,SEM,CP,CP,0,NEW YORK,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ILLINOIS_BRAND+SERVICES,MAVIS - Illinois 2 - Maximize Conversions - Brand,USD,248.39,701,0.8926,0,0.1074,160,0.6433,38,45.17,5.5,0,0,0,0.5,0,0,0,0,9.82,0,0,785,0,84.309,0.5,9.82,39,10,48,4,MAVIS,G,SEM,BR,BR,BR,ILLINOIS,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_BR_NEW YORK_BRAND+,ADT - New York - Maximize Conversions - Brand,USD,808.54,695,0.9661,0,0.0339,244,0.671,113,117.32,6.89,0,0,0,1,0,0,0,0,10.5,0,0,719,0,24.3741,1,10.5,114,11,125,7.5,ADT,G,SEM,BR,BR,0,NEW YORK,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_ILLINOIS_WINTER TIRES,MAVIS - Illinois 2 - Maximize Conversions - Non-brand - Tires,USD,34.83,675,0.1151,0,0.8849,21,0.05,2,6.99,4.98,0,0,0,0,0,0,0,0,2,0,0,5864,0,5189.0536,0,2,2,2,4,4,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,ILLINOIS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - WEST CENTRAL_BRAND+SERVICES,MAVIS - New York - West Central - Maximize Conversions - Brand,USD,233.97,673,0.6798,0.1839,0.1363,147,0.4911,5,32.92,7.11,0,0,0,0,0,0,0,0,24.33,0,0,990,182.061,134.937,0,24.33,5,24,29,4.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - WEST CENTRAL,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_TEXAS_BRAND+SERVICES,MAVIS - TEXAS - Maximize Conversions - Brand,USD,258.73,673,0.8756,0,0.1244,153,0.6235,47,48.73,5.31,0,0,0,5.5,0,0,0,0,12.49,0,0,769,0,95.6636,5.5,12.49,53,12,65,4.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_FLORIDA_FIRESTONE,MAVIS - Florida 2 - Maximize Conversions - Competitors,USD,23.3,669,0.1389,0,0.8611,18,0.05,4,4,5.82,0,0,0,1,0,0,0,0,0,0,0,4816,0,4147.0576,1,0,5,0,5,2.76,MAVIS,G,SEM,CP,CP,CP,FLORIDA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB RTG_NATIONAL_RTG, --,USD,277.89,653,0.621,0,0.379,52,0.5547,0,4,69.47,0,0,0,1,0,0,0,0,3,0,0,1052,0,398.708,1,3,1,3,4,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ALABAMA_BRAND+SERVICES,MAVIS - Alabama - Maximize Conversions - Brand,USD,208.53,651,0.8295,0,0.1705,159,0.5563,48,53.64,3.89,0,0,0,1,0,0,0,0,12.33,0,0,785,0,133.8425,1,12.33,49,12,61,3,MAVIS,G,SEM,BR,BR,0,ALABAMA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2290_GULF STATES,MAVIS - GULF STATES - Maximize Conversions - Non-Brand - New Stores,USD,52.73,600,0.1709,0,0.8291,23,0.2079,2,2,26.36,0,0,0,0,0,0,0,0,0,0,0,3511,0,2910.9701,0,0,2,0,2,7.85,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2276_GULF STATES,MAVIS - GULF STATES - Maximize Conversions - Non-Brand - New Stores,USD,94.2,600,0.2097,0,0.7903,31,0.2313,5,7.58,12.42,0,0,0,0,0,0,0,0,1.25,0,0,2861,0,2261.0483,0,1.25,5,1,6,7.85,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2284_GEORGIA,MAVIS - Georgia - Maximize Conversions - Non-Brand - New Stores,USD,170.42,591,0.4846,0,0.5154,47,0.4466,22,20.51,8.31,0,0,0,0,0,0,0,0,0,0,0,1220,0,628.788,0,0,22,0,22,7.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - LONG ISLAND_DISCOUNT TIRE,MAVIS - New York - Long Island 2 - Maximize Conversions - Competitors,USD,83.81,572,0.6137,0,0.3863,39,0.4637,10,15.5,5.41,0,0,0,0,0,0,0,0,1,0,0,932,0,360.03159999999997,0,1,10,1,11,5.74,MAVIS,G,SEM,CP,CP,CP,NEW YORK - LONG ISLAND,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - NYC BOROUGHS_DISCOUNT TIRE,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Competitors,USD,18.63,548,0.2017,0,0.7983,24,0.242,0,7,2.66,0,0,0,0,0,0,0,0,2,0,0,2717,0,2168.9811,0,2,0,2,2,2,MAVIS,G,SEM,CP,CP,CP,NEW YORK - NYC BOROUGHS,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - LONG ISLAND_GOODYEAR,MAVIS - New York - Long Island 2 - Maximize Conversions - Competitors,USD,113.07,472,0.6049,0,0.3951,45,0.3665,23,17.66,6.4,0,0,0,0,0,0,0,0,1,0,0,780,0,308.178,0,1,23,1,24,5.74,MAVIS,G,SEM,CP,CP,CP,NEW YORK - LONG ISLAND,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GULF STATES_GOODYEAR,MAVIS - Gulf States - Maximize Conversions - Competitors,USD,76.81,471,0.472,0,0.528,38,0.2483,15,14,5.49,0,0,0,0,0,0,0,0,0.25,0,0,998,0,526.9440000000001,0,0.25,15,0,15,5,MAVIS,G,SEM,CP,CP,CP,GULF STATES,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - LONG ISLAND_FIRESTONE,MAVIS - New York - Long Island 2 - Maximize Conversions - Competitors,USD,162.3,459,0.4984,0.0348,0.4668,55,0.3015,33,29.99,5.41,0,0,0,0,0,0,0,0,0,0,0,921,32.050799999999995,429.9228,0,0,33,0,33,5.74,MAVIS,G,SEM,CP,CP,CP,NEW YORK - LONG ISLAND,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_MASSACHUSETTS_FIRESTONE,MAVIS - Massachusetts 2 - Maximize Conversions - Competitors,USD,69.83,457,0.2305,0,0.7695,38,0.1149,17,15.5,4.51,0,0,0,0,0,0,0,0,0,0,0,1983,0,1525.9185,0,0,17,0,17,3.5,MAVIS,G,SEM,CP,CP,CP,MASSACHUSETTS,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+TIRES,MAVIS - South Carolinas 2 - Maximize Conversions - Brand,USD,90.1,428,0.6706,0,0.3294,103,0.5865,9,13.5,6.67,0,0,0,0,0,0,0,0,3.5,0,0,638,0,210.15720000000002,0,3.5,9,4,13,3.5,MAVIS,G,SEM,BR,BR,0,SOUTH CAROLINA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GEORGIA_GOODYEAR,MAVIS - Georgia 2 - Maximize Conversions - Competitors,USD,82.94,417,0.5098,0,0.4902,43,0.2411,16,13.83,6,0,0,0,1,0,0,0,0,0,0,0,818,0,400.9836,1,0,17,0,17,4,MAVIS,G,SEM,CP,CP,CP,GEORGIA,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2213_FLORIDA,MAVIS - FLORIDA - Maximize Conversions - Non-Brand - New Stores,USD,102.68,395,0.4392,0,0.5608,39,0.4018,9,11.5,8.93,0,0,0,0,0,0,0,0,1,0,0,899,0,504.15919999999994,0,1,9,1,10,6,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_BR_NATIONAL_BRAND ONLY,TUF 2 - National - Maximize Conversions - Brand,USD,275.05,388,0.5953,0.1713,0.2334,119,0.5285,68,64.82,4.24,0,0,0,1,0,0,0,0,3,0,0,652,111.6876,152.1768,1,3,69,3,72,3.5,TUF,G,SEM,BR,BR,BR,NATIONAL,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2281_NORTH CAROLINAS,MAVIS - NORTH CAROLINA - Maximize Conversions - Non-Brand - New Stores,USD,159.33,375,0.4522,0,0.5478,49,0.5092,19,21.17,7.53,0,0,0,1,0,0,0,0,3,0,0,829,0,454.1262,1,3,20,3,23,7.66,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_SOUTH CAROLINAS_FIRESTONE,MAVIS - South Carolinas 2 - Maximize Conversions - Competitors,USD,57.99,361,0.316,0,0.684,28,0.1669,15,12,4.83,0,0,0,0,0,0,0,0,1,0,0,1142,0,781.128,0,1,15,1,16,3.3,MAVIS,G,SEM,CP,CP,0,SOUTH CAROLINA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_CP_NEW YORK_FIRESTONE,ADT - New York - Maximize Conversions - Competitors,USD,71.12,302,0.4988,0,0.5012,20,0.288,4,3.83,18.56,0,0,0,0,0,0,0,0,0,0,0,605,0,303.226,0,0,4,0,4,10.84,ADT,G,SEM,CP,CP,0,NEW YORK,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MELVIN_G_SEM_BR_RHODE ISLAND_BRAND+,MELVIN 2 - Rhode Island Maximize Conversions - Brand,USD,283.47,301,0.9263,0,0.0737,103,0.6697,57,65.68,4.32,0,0,0,2,0,0,0,0,7.5,0,0,325,0,23.9525,2,7.5,59,8,67,4.5,MELVIN,G,SEM,BR,BR,BR,RHODE ISLAND,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,JWT_G_SEM_BR_PENNSYLVANIA_SERVICES_PH,JWT - Pennsylvania - Maximize Conversions (tCPA) - Brand - Phrase,USD,393.02,275,0.9614,0,0.0386,104,0.653,55,57.5,6.84,0,0,0,0,0,0,0,0,6.17,0,0,286,0,11.0396,0,6.17,55,6,61,6.75,JWT,G,SEM,BR,BR,BR,PENNSYLVANIA,SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_TEXAS_BRAND+TIRES,MAVIS - TEXAS - Maximize Conversions - Brand,USD,117.9,264,0.6269,0,0.3731,77,0.6004,12,13.66,8.63,0,0,0,0,0,0,0,0,3,0,0,421,0,157.0751,0,3,12,3,15,4.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,AGT_G_SEM_BR_FLORIDA_BRAND ONLY,AGT 2 - Florida - Maximize Conversions - Brand,USD,209.93,255,0.572,0.3786,0.0494,66,0.3922,28,28.99,7.24,0,0,0,0,0,0,0,0,2,0,0,446,168.8556,22.0324,0,2,28,2,30,5.79,AGT,G,SEM,BR,BR,BR,FLORIDA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NS 2199_FLORIDA,MAVIS - FLORIDA - Maximize Conversions - Non-Brand - New Stores,USD,19.69,254,0.3739,0,0.6261,9,0.304,0,1,19.69,0,0,0,0,0,0,0,0,0,0,0,679,0,425.1219,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_FLORIDA_GOODYEAR,MAVIS - Florida 2 - Maximize Conversions - Competitors,USD,27.9,247,0.2324,0,0.7676,20,0.05,7,10.07,2.77,0,0,0,1,0,0,0,0,0,0,0,1063,0,815.9588,1,0,8,0,8,2.76,MAVIS,G,SEM,CP,CP,CP,FLORIDA,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - NYC BOROUGHS_BRAND+TIRES,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Brand,USD,39.59,243,0.8101,0,0.1899,46,0.6323,2,3,13.21,0,0,0,0,0,0,0,0,1,0,0,300,0,56.970000000000006,0,1,2,1,3,2.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - NYC BOROUGHS,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_MASSACHUSETTS_DISCOUNT TIRE,MAVIS - Massachusetts 2 - Maximize Conversions - Competitors,USD,20.37,240,0.2679,0,0.7321,13,0.2273,1,7.33,2.78,0,0,0,0,0,0,0,0,0,0,0,896,0,655.9616,0,0,1,0,1,3.5,MAVIS,G,SEM,CP,CP,CP,MASSACHUSETTS,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ALABAMA_BRAND+TIRES,MAVIS - Alabama - Maximize Conversions - Brand,USD,73.34,236,0.7259,0,0.2741,62,0.5921,26,28.67,2.56,0,0,0,1.5,0,0,0,0,2,0,0,325,0,89.08250000000001,1.5,2,28,2,30,3,MAVIS,G,SEM,BR,BR,0,ALABAMA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_CP_NEW YORK_DISCOUNT TIRE,ADT - New York - Maximize Conversions - Competitors,USD,34.52,234,0.5275,0,0.4725,11,0.4529,0,3.33,10.36,0,0,0,0,0,0,0,0,0,0,0,444,0,209.79,0,0,0,0,0,10.84,ADT,G,SEM,CP,CP,0,NEW YORK,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - HUDSON VALLEY_DISCOUNT TIRE,MAVIS - New York - Hudson Valley - Maximize Conversions - Competitors,USD,18.5,220,0.4237,0,0.5763,14,0.336,3,5.33,3.47,0,0,0,0,0,0,0,0,0,0,0,519,0,299.09970000000004,0,0,3,0,3,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - HUDSON VALLEY,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ILLINOIS_BRAND+TIRES,MAVIS - Illinois 2 - Maximize Conversions - Brand,USD,64.86,214,0.7792,0,0.2208,51,0.6242,11,15.53,4.18,0,0,0,0,0,0,0,0,5,0,0,275,0,60.72,0,5,11,5,16,4,MAVIS,G,SEM,BR,BR,BR,ILLINOIS,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,JWT_G_SEM_BR_PENNSYLVANIA_GENERAL_PH,JWT - Pennsylvania - Maximize Conversions (tCPA) - Brand - Phrase,USD,175.87,210,0.872,0,0.128,54,0.6706,20,15.4,11.42,0,0,0,0,0,0,0,0,1.67,0,0,241,0,30.848,0,1.67,20,2,22,6.75,JWT,G,SEM,BR,BR,BR,PENNSYLVANIA,GENERAL
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - WEST CENTRAL_GOODYEAR,MAVIS - New York - West Central - Maximize Conversions - Competitors,USD,7.23,176,0.2766,0.004,0.7194,5,0.1011,1,2,3.61,0,0,0,0,0,0,0,0,0,0,0,636,2.544,457.5384,0,0,1,0,1,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - WEST CENTRAL,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_TEXAS_GOODYEAR,MAVIS - TEXAS - Maximize Conversions - Competitors,USD,32.68,175,0.498,0,0.502,12,0.325,2,2,16.34,0,0,0,0,0,0,0,0,0,0,0,351,0,176.202,0,0,2,0,2,4.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GULF STATES_BRAND+SERVICES,MAVIS - Gulf States - Maximize Conversions - Brand,USD,39.29,170,0.7887,0,0.2113,38,0.5442,14,16.31,2.41,0,0,0,1,0,0,0,0,3.4,0,0,216,0,45.6408,1,3.4,15,3,18,2.25,MAVIS,G,SEM,BR,BR,BR,GULF STATES,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_MASSACHUSETTS_WINTER TIRES,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Tires,USD,11.69,167,0.05,0,0.95,9,0.05,0,2.5,4.68,0,0,0,1,0,0,0,0,0,0,0,3340,0,3173,1,0,1,0,1,2.5,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,MASSACHUSETTS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_CP_NATIONAL_FIRESTONE,TUF 2 - National - Maximize Conversions - Competitors,USD,4.78,157,0.1152,0,0.8848,3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,1205.9824,0,0,0,0,0,4,TUF,G,SEM,CP,CP,CP,NATIONAL,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_BR_NATIONAL_BRAND+,TUF 2 - National - Maximize Conversions - Brand,USD,99.97,154,0.7926,0,0.2074,46,0.6333,23,18.33,5.45,0,0,0,1,0,0,0,0,1,0,0,194,0,40.2356,1,1,24,1,25,3.5,TUF,G,SEM,BR,BR,BR,NATIONAL,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_PENNSYLVANIA_GOODYEAR,MAVIS - Pennsylvania 2 - Maximize Conversions - Competitors,USD,5.3,150,0.3978,0,0.6022,5,0.1674,1,1,5.3,0,0,0,0,0,0,0,0,0,0,0,377,0,227.02939999999998,0,0,1,0,1,3,MAVIS,G,SEM,CP,CP,CP,PENNSYLVANIA,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ALABAMA_GOODYEAR,MAVIS - Alabama - Maximize Conversions - Competitors,USD,29.73,147,0.5755,0,0.4245,13,0.2709,4,4,7.43,0,0,0,0,0,0,0,0,0,0,0,255,0,108.2475,0,0,4,0,4,5,MAVIS,G,SEM,CP,CP,0,ALABAMA,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - WEST CENTRAL_FIRESTONE,MAVIS - New York - West Central - Maximize Conversions - Competitors,USD,18.74,145,0.3165,0,0.6835,11,0.1821,3,1.99,9.42,0,0,0,0,0,0,0,0,0,0,0,458,0,313.043,0,0,3,0,3,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - WEST CENTRAL,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_MASSACHUSETTS_BRAND+SERVICES,MAVIS - Massachusetts 2 - Maximize Conversions - Brand,USD,42.72,125,0.8087,0,0.1913,37,0.569,19,21,2.03,0,0,0,0,0,0,0,0,4.5,0,0,155,0,29.6515,0,4.5,19,5,24,2.5,MAVIS,G,SEM,BR,BR,BR,MASSACHUSETTS,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - NYC BOROUGHS_BRAND+SERVICES,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Brand,USD,18.39,102,0.6981,0,0.3019,13,0.6393,2,3.5,5.25,0,0,0,0,0,0,0,0,1.5,0,0,146,0,44.0774,0,1.5,2,2,4,2.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - NYC BOROUGHS,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,AGT_G_SEM_BR_FLORIDA_BRAND+,AGT 2 - Florida - Maximize Conversions - Brand,USD,116.48,99,0.5093,0.4722,0.0185,36,0.3464,4,9.66,12.06,0,0,0,0,0,0,0,0,4.99,0,0,194,91.6068,3.589,0,4.99,4,5,9,5.79,AGT,G,SEM,BR,BR,BR,FLORIDA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW JERSEY_GOODYEAR,MAVIS - New Jersey 2 - Maximize Conversions - Competitors,USD,2.57,96,0.4084,0,0.5916,1,0.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,139.026,0,0,0,0,0,2.75,MAVIS,G,SEM,CP,CP,CP,NEW JERSEY,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - NYC BOROUGHS_FIRESTONE,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Competitors,USD,4.69,95,0.1768,0,0.8232,3,0.1116,1,2,2.35,0,0,0,0,0,0,0,0,0,0,0,537,0,442.0584,0,0,1,0,1,2,MAVIS,G,SEM,CP,CP,CP,NEW YORK - NYC BOROUGHS,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ILLINOIS_GOODYEAR,MAVIS - Illinois 2 - Maximize Conversions - Competitors,USD,11.08,83,0.3109,0,0.6891,9,0.1496,1,1,11.1,0,0,0,0,0,0,0,0,0,0,0,267,0,183.9897,0,0,1,0,1,3.75,MAVIS,G,SEM,CP,CP,CP,ILLINOIS,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - HUDSON VALLEY_GOODYEAR,MAVIS - New York - Hudson Valley - Maximize Conversions - Competitors,USD,10.34,82,0.5965,0,0.4035,5,0.2624,6,6,1.72,0,0,0,0,0,0,0,0,0,0,0,137,0,55.279500000000006,0,0,6,0,6,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - HUDSON VALLEY,GOODYEAR
